55104:
 num     #instances         #bytes  class name (module)
1689:             1             32  mihon.desktop.library.db.SingleConnectionSqliteDriver
1690:             1             32  mihon.desktop.library.db.SqlDelightLibraryRepository
1691:             1             32  mihon.desktop.library.local.LocalImportStager
1692:             1             32  mihon.desktop.library.local.LocalMangaImporter
1693:             1             32  mihon.desktop.platform.DesktopNotificationService
1694:             1             32  mihon.desktop.reader.DesktopChapterSourceFactory
1695:             1             32  mihon.desktop.reader.codec.PackagedCodecPageDecoder
1696:             1             32  mihon.desktop.stats.DesktopStatsService
1697:             1             32  mihon.desktop.stats.StatusDistribution
1698:             1             32  mihon.desktop.stats.TrackerStats
1699:             1             32  mihon.desktop.track.DesktopTrackerManager
1700:             1             32  mihon.desktop.track.DesktopTrackerStore
1701:             1             32  mihon.desktop.ui.reader.IntrinsicPageSizeCache
1702:             1             32  mihon.desktop.updates.DesktopAppUpdateService
1703:             2             32  mihon.reader.image.ImageIoPageDecoder$$Lambda$260/0x00000008002eec68
1704:             1             32  mihon.reader.image.ImageIoPageDecoder$GifFrameInfo
1705:             2             32  mihon.reader.image.ImageIoPageDecoder$probe$2$1$1$$Lambda$262/0x00000008002ef0a8
1706:             2             32  mihon.reader.source.FileChannelAdapter
1707:             2             32  mihon.reader.source.SingleChannelVolumeManager
1708:             1             32  okhttp3.MediaType
1709:             2             32  org.slf4j.helpers.NOPLoggerFactory
1710:             2             32  org.slf4j.helpers.NOPMDCAdapter
1711:             1             32  org.sqlite.SQLiteConfig
1712:             1             32  org.sqlite.date.FastDatePrinter
1713:             1             32  org.tukaani.xz.lzma.LZMADecoder$LiteralDecoder
1714:             1             32  sun.awt.PostEventQueue (java.desktop@17.0.18)
1715:             2             32  sun.awt.RepaintArea (java.desktop@17.0.18)
1716:             1             32  sun.awt.Win32GraphicsEnvironment (java.desktop@17.0.18)
1717:             2             32  sun.awt.windows.WTrayIconPeer$IconObserver (java.desktop@17.0.18)
1718:             1             32  sun.java2d.d3d.D3DScreenUpdateManager (java.desktop@17.0.18)
1719:             2             32  sun.java2d.pipe.SpanShapeRenderer$Composite (java.desktop@17.0.18)
1720:             1             32  sun.nio.ch.FileLockTable$FileLockReference (java.base@17.0.18)
1721:             2             32  sun.security.ssl.SSLAlgorithmDecomposer (java.base@17.0.18)
1722:             2             32  sun.security.ssl.SSLCipher$NullReadCipherGenerator (java.base@17.0.18)
1723:             2             32  sun.security.ssl.SSLCipher$NullWriteCipherGenerator (java.base@17.0.18)
1724:             2             32  sun.security.ssl.SSLCipher$T12GcmReadCipherGenerator (java.base@17.0.18)
1725:             2             32  sun.security.ssl.SSLCipher$T12GcmWriteCipherGenerator (java.base@17.0.18)
1726:             2             32  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator (java.base@17.0.18)
1727:             2             32  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator (java.base@17.0.18)
1728:             1             32  sun.security.ssl.TrustStoreManager$TrustAnchorManager (java.base@17.0.18)
1729:             2             32  sun.security.util.DisabledAlgorithmConstraints$Constraints (java.base@17.0.18)
1730:             1             32  sun.security.util.DisabledAlgorithmConstraints$DenyAfterConstraint (java.base@17.0.18)
1731:             1             32  sun.security.util.KnownOIDs$1 (java.base@17.0.18)
1732:             1             32  sun.security.util.KnownOIDs$10 (java.base@17.0.18)
1733:             1             32  sun.security.util.KnownOIDs$2 (java.base@17.0.18)
1734:             1             32  sun.security.util.KnownOIDs$3 (java.base@17.0.18)
1735:             1             32  sun.security.util.KnownOIDs$4 (java.base@17.0.18)
1736:             1             32  sun.security.util.KnownOIDs$5 (java.base@17.0.18)
1737:             1             32  sun.security.util.KnownOIDs$6 (java.base@17.0.18)
1738:             1             32  sun.security.util.KnownOIDs$7 (java.base@17.0.18)
1739:             1             32  sun.security.util.KnownOIDs$8 (java.base@17.0.18)
1740:             1             32  sun.security.util.KnownOIDs$9 (java.base@17.0.18)
1741:             1             32  sun.security.x509.AuthorityInfoAccessExtension (java.base@17.0.18)
1742:             1             32  sun.security.x509.NetscapeCertTypeExtension (java.base@17.0.18)
1743:             1             32  sun.security.x509.PrivateKeyUsageExtension (java.base@17.0.18)
1744:             2             32  sun.util.resources.LocaleData (java.base@17.0.18)
1745:             1             24  [Lcom.github.junrar.RarFormat;
1746:             1             24  [Lcom.github.junrar.rarfile.rar5.Rar5HashType;
1747:             1             24  [Lcom.github.junrar.unpack.ppm.BlockTypes;
1748:             1             24  [Ljava.awt.GraphicsDevice; (java.desktop@17.0.18)
1749:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.18)
1750:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@17.0.18)
1751:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@17.0.18)
1752:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@17.0.18)
1753:             1             24  [Ljava.util.Locale$Category; (java.base@17.0.18)
1754:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@17.0.18)
1755:             1             24  [Ljdk.xml.internal.XMLSecurityManager$Processor; (java.xml@17.0.18)
1756:             1             24  [Lkotlinx.coroutines.flow.Flow;
1757:             1             24  [Lkotlinx.coroutines.flow.StateFlowSlot;
1758:             1             24  [Lmihon.desktop.library.local.LocalChapterKind;
1759:             1             24  [Lmihon.desktop.library.local.LocalImporterConstruction;
1760:             1             24  [Lmihon.desktop.library.local.LocalScanMode;
1761:             1             24  [Lmihon.desktop.library.model.ImportType;
1762:             1             24  [Lmihon.desktop.platform.DistributionMode;
1763:             1             24  [Lmihon.desktop.reader.ReaderWheelBehavior;
1764:             1             24  [Lmihon.reader.memory.MemoryKind;
1765:             1             24  [Lmihon.reader.prefetch.NavigationDirection;
1766:             1             24  [Lmihon.reader.session.ProgressWriteResult;
1767:             1             24  [Lmihon.reader.source.ChapterDirection;
1768:             1             24  [Lokhttp3.ConnectionSpec;
1769:             1             24  [Lorg.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource;
1770:             1             24  [Lorg.slf4j.helpers.Reporter$TargetChoice;
1771:             1             24  [Lorg.sqlite.SQLiteConfig$LockingMode;
1772:             1             24  [Lsun.security.rsa.RSAUtil$KeyType; (java.base@17.0.18)
1773:             1             24  [Lsun.security.ssl.SSLScope; (java.base@17.0.18)
1774:             1             24  com.github.junrar.Archive$$Lambda$325/0x000000080032d290
1775:             1             24  com.github.junrar.unpack.vm.RarVM
1776:             1             24  com.sun.imageio.spi.FileImageInputStreamSpi (java.desktop@17.0.18)
1777:             1             24  com.sun.imageio.spi.FileImageOutputStreamSpi (java.desktop@17.0.18)
1778:             1             24  com.sun.imageio.spi.InputStreamImageInputStreamSpi (java.desktop@17.0.18)
1779:             1             24  com.sun.imageio.spi.OutputStreamImageOutputStreamSpi (java.desktop@17.0.18)
1780:             1             24  com.sun.imageio.spi.RAFImageInputStreamSpi (java.desktop@17.0.18)
1781:             1             24  com.sun.imageio.spi.RAFImageOutputStreamSpi (java.desktop@17.0.18)
1782:             1             24  com.sun.jna.Pointer$Opaque
1783:             1             24  com.sun.jna.Structure$3
1784:             1             24  com.sun.jna.WeakMemoryHolder
1785:             1             24  com.sun.jna.internal.Cleaner
1786:             1             24  com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration (java.xml@17.0.18)
1787:             1             24  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl (java.xml@17.0.18)
1788:             1             24  com.twelvemonkeys.imageio.stream.BufferedFileImageInputStreamSpi
1789:             1             24  com.twelvemonkeys.imageio.stream.BufferedInputStreamImageInputStreamSpi
1790:             1             24  com.twelvemonkeys.imageio.stream.BufferedRAFImageInputStreamSpi
1791:             1             24  java.awt.AWTKeyStroke (java.desktop@17.0.18)
1792:             1             24  java.awt.SystemTray (java.desktop@17.0.18)
1793:             1             24  java.awt.Toolkit$DesktopPropertyChangeSupport (java.desktop@17.0.18)
1794:             1             24  java.lang.ClassValue$Version (java.base@17.0.18)
1795:             1             24  java.lang.ProcessHandleImpl$$Lambda$2/0x000000080000c9a0 (java.base@17.0.18)
1796:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.18)
1797:             1             24  java.lang.invoke.VarHandle$TypesAndInvokers (java.base@17.0.18)
1798:             1             24  java.lang.reflect.Proxy$1 (java.base@17.0.18)
1799:             1             24  java.net.Inet6AddressImpl (java.base@17.0.18)
1800:             1             24  java.net.Proxy (java.base@17.0.18)
1801:             1             24  java.nio.file.LinkOption (java.base@17.0.18)
1802:             1             24  java.sql.DriverInfo (java.sql@17.0.18)
1803:             1             24  java.time.ZonedDateTime (java.base@17.0.18)
1804:             1             24  java.time.format.DecimalStyle (java.base@17.0.18)
1805:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@17.0.18)
1806:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@17.0.18)
1807:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@17.0.18)
1808:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@17.0.18)
1809:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@17.0.18)
1810:             1             24  java.util.Collections$EmptyMap (java.base@17.0.18)
1811:             1             24  java.util.Comparator$$Lambda$272/0x0000000800273670 (java.base@17.0.18)
1812:             1             24  java.util.Locale$Cache (java.base@17.0.18)
